year,hbr,admission_type,age_group,sex,diagnosis,number_of_discharges,crude_rate,easr,hb_name
2013,S08000021,Emergency,All,Female,Subarachnoid Haemorrhage,65,11.0155302,11.47968772,NA
2013,S08000021,Emergency,All,Female,TIAs and related syndromes,321,54.39977223,56.01626837,NA
2013,S08000021,Emergency,0-44 years,All,Cerebrovascular Disease,105,16.14684091,16.89898287,NA
2013,S08000021,Emergency,0-44 years,All,Stroke,54,8.30408961,8.579004498,NA
2013,S08000021,Emergency,0-44 years,All,Subarachnoid Haemorrhage,15,2.306691558,2.531339658,NA
2013,S08000021,Emergency,0-44 years,All,TIAs and related syndromes,20,3.075588745,3.295732924,NA
2013,S08000021,Emergency,0-44 years,Male,Cerebrovascular Disease,50,15.42424383,16.55088855,NA
2013,S08000021,Emergency,0-44 years,Male,Stroke,23,7.09515216,7.774287583,NA
2013,S08000021,Emergency,0-44 years,Male,Subarachnoid Haemorrhage,9,2.776363889,2.968205823,NA
2013,S08000021,Emergency,0-44 years,Male,TIAs and related syndromes,9,2.776363889,3.153440249,NA
2013,S08000021,Emergency,0-44 years,Female,Cerebrovascular Disease,55,16.86511283,17.24707719,NA
2013,S08000021,Emergency,0-44 years,Female,Stroke,31,9.505790866,9.383721412,NA
2013,S08000021,Emergency,0-44 years,Female,Subarachnoid Haemorrhage,6,1.83983049,2.094473493,NA
2013,S08000021,Emergency,0-44 years,Female,TIAs and related syndromes,11,3.373022566,3.438025599,NA
2013,S08000021,Emergency,45-64 years,All,Cerebrovascular Disease,727,239.7939158,249.4467007,NA
2013,S08000021,Emergency,45-64 years,All,Stroke,418,137.8732556,144.421077,NA
2013,S08000021,Emergency,45-64 years,All,Subarachnoid Haemorrhage,53,17.48153719,17.42979147,NA
2013,S08000021,Emergency,45-64 years,All,TIAs and related syndromes,182,60.03093902,62.09883424,NA
2013,S08000021,Emergency,45-64 years,Male,Cerebrovascular Disease,417,285.7103705,294.7143596,NA
2013,S08000021,Emergency,45-64 years,Male,Stroke,264,180.8813857,187.1251685,NA
2013,S08000021,Emergency,45-64 years,Male,Subarachnoid Haemorrhage,23,15.75860557,15.94358727,NA
2013,S08000021,Emergency,45-64 years,Male,TIAs and related syndromes,92,63.03442228,64.87784782,NA
2013,S08000021,Emergency,45-64 years,Female,Cerebrovascular Disease,310,197.1696613,204.1790418,NA
2013,S08000021,Emergency,45-64 years,Female,Stroke,154,97.94879949,101.7169855,NA
2013,S08000021,Emergency,45-64 years,Female,Subarachnoid Haemorrhage,30,19.08093497,18.91599567,NA
2013,S08000021,Emergency,45-64 years,Female,TIAs and related syndromes,90,57.2428049,59.31982066,NA
2013,S08000021,Emergency,65-74 years,All,Cerebrovascular Disease,633,643.7244493,664.0299979,NA
2013,S08000021,Emergency,65-74 years,All,Stroke,403,409.82773,424.6769164,NA
2013,S08000021,Emergency,65-74 years,All,Subarachnoid Haemorrhage,19,19.3219029,19.62817798,NA
2013,S08000021,Emergency,65-74 years,All,TIAs and related syndromes,145,147.4566274,150.9137097,NA
2013,S08000021,Emergency,65-74 years,Male,Cerebrovascular Disease,348,764.0123823,777.1637241,NA
2013,S08000021,Emergency,65-74 years,Male,Stroke,228,500.5598367,511.4884336,NA
2013,S08000021,Emergency,65-74 years,Male,Subarachnoid Haemorrhage,7,15.36806516,15.8909421,NA
2013,S08000021,Emergency,65-74 years,Male,TIAs and related syndromes,81,177.8304683,178.2753444,NA
2013,S08000021,Emergency,65-74 years,Female,Cerebrovascular Disease,285,539.9261154,550.8962718,NA
2013,S08000021,Emergency,65-74 years,Female,Stroke,175,331.5335796,337.8653992,NA
2013,S08000021,Emergency,65-74 years,Female,Subarachnoid Haemorrhage,12,22.73373117,23.36541385,NA
2013,S08000021,Emergency,65-74 years,Female,TIAs and related syndromes,64,121.2465663,123.5520749,NA
2013,S08000021,Emergency,under75 years,All,Cerebrovascular Disease,1465,139.2859622,159.287886,NA
2013,S08000021,Emergency,under75 years,All,Stroke,875,83.19127433,96.14870776,NA
2013,S08000021,Emergency,under75 years,All,Subarachnoid Haemorrhage,87,8.271589562,8.842611915,NA
2013,S08000021,Emergency,under75 years,All,TIAs and related syndromes,347,32.99128251,37.45255645,NA
2013,S08000021,Emergency,under75 years,Male,Cerebrovascular Disease,815,158.0480388,185.3175562,NA
2013,S08000021,Emergency,under75 years,Male,Stroke,515,99.87084663,118.1237038,NA
2013,S08000021,Emergency,under75 years,Male,Subarachnoid Haemorrhage,39,7.563034988,8.237835925,NA
2013,S08000021,Emergency,under75 years,Male,TIAs and related syndromes,182,35.29416328,41.33450392,NA
2013,S08000021,Emergency,under75 years,Female,Cerebrovascular Disease,650,121.2399301,133.2582157,NA
2013,S08000021,Emergency,under75 years,Female,Stroke,360,67.14826897,74.1737117,NA
2013,S08000021,Emergency,under75 years,Female,Subarachnoid Haemorrhage,48,8.95310253,9.447387905,NA
2013,S08000021,Emergency,under75 years,Female,TIAs and related syndromes,165,30.77628995,33.57060897,NA
2013,S08000021,Emergency,75plus years,All,Cerebrovascular Disease,1202,1395.613455,1397.035341,NA
2013,S08000021,Emergency,75plus years,All,Stroke,779,904.4782705,902.1749022,NA
2013,S08000021,Emergency,75plus years,All,Subarachnoid Haemorrhage,23,26.70474996,27.33124276,NA
2013,S08000021,Emergency,75plus years,All,TIAs and related syndromes,249,289.1079452,286.512326,NA
2013,S08000021,Emergency,75plus years,Male,Cerebrovascular Disease,448,1392.255578,1418.760246,NA
2013,S08000021,Emergency,75plus years,Male,Stroke,289,898.1291566,908.7478133,NA
2013,S08000021,Emergency,75plus years,Male,Subarachnoid Haemorrhage,6,18.64628007,22.63398859,NA
2013,S08000021,Emergency,75plus years,Male,TIAs and related syndromes,93,289.017341,290.0578276,NA
2013,S08000021,Emergency,75plus years,Female,Cerebrovascular Disease,754,1397.616267,1375.310435,NA
2013,S08000021,Emergency,75plus years,Female,Stroke,490,908.2652134,895.6019911,NA
2013,S08000021,Emergency,75plus years,Female,Subarachnoid Haemorrhage,17,31.5112421,32.02849693,NA
2013,S08000021,Emergency,75plus years,Female,TIAs and related syndromes,156,289.1619863,282.9668245,NA
2013,S08000021,Transfer,All,All,Cerebrovascular Disease,4168,366.2823397,420.0743769,NA
2013,S08000021,Transfer,All,All,Stroke,2815,247.3811867,285.296855,NA
2013,S08000021,Transfer,All,All,Subarachnoid Haemorrhage,272,23.90326209,24.9038241,NA
2013,S08000021,Transfer,All,All,TIAs and related syndromes,475,41.74282902,47.70551507,NA
2013,S08000021,Transfer,All,Male,Cerebrovascular Disease,1891,345.1712531,445.2592628,NA
2013,S08000021,Transfer,All,Male,Stroke,1305,238.2064967,308.1631486,NA
2013,S08000021,Transfer,All,Male,Subarachnoid Haemorrhage,114,20.80884339,21.77207907,NA
2013,S08000021,Transfer,All,Male,TIAs and related syndromes,207,37.78447879,49.2004039,NA
2013,S08000021,Transfer,All,Female,Cerebrovascular Disease,2277,385.8824965,394.8894911,NA
2013,S08000021,Transfer,All,Female,Stroke,1510,255.8992401,262.4305614,NA
2013,S08000021,Transfer,All,Female,Subarachnoid Haemorrhage,158,26.77621188,28.03556913,NA
2013,S08000021,Transfer,All,Female,TIAs and related syndromes,268,45.41787837,46.21062625,NA
2013,S08000021,Transfer,0-44 years,All,Cerebrovascular Disease,175,26.91140152,27.41328261,NA
2013,S08000021,Transfer,0-44 years,All,Stroke,102,15.6855026,15.85882478,NA
2013,S08000021,Transfer,0-44 years,All,Subarachnoid Haemorrhage,39,5.997398052,6.231177352,NA
2013,S08000021,Transfer,0-44 years,All,TIAs and related syndromes,6,0.922676623,1.008372694,NA
2013,S08000021,Transfer,0-44 years,Male,Cerebrovascular Disease,98,30.2315179,31.51276973,NA
2013,S08000021,Transfer,0-44 years,Male,Stroke,50,15.42424383,16.44979753,NA
2013,S08000021,Transfer,0-44 years,Male,Subarachnoid Haemorrhage,25,7.712121913,7.914993012,NA
2013,S08000021,Transfer,0-44 years,Male,TIAs and related syndromes,4,1.233939506,1.384436575,NA
2013,S08000021,Transfer,0-44 years,Female,Cerebrovascular Disease,77,23.61115796,23.31379549,NA
2013,S08000021,Transfer,0-44 years,Female,Stroke,52,15.94519758,15.26785203,NA
2013,S08000021,Transfer,0-44 years,Female,Subarachnoid Haemorrhage,14,4.292937811,4.547361692,NA
2013,S08000021,Transfer,0-44 years,Female,TIAs and related syndromes,2,0.61327683,0.632308812,NA
2013,S08000021,Transfer,45-64 years,All,Cerebrovascular Disease,1079,355.8977099,367.8371501,NA
2013,S08000021,Transfer,45-64 years,All,Stroke,615,202.8517994,212.322245,NA
2013,S08000021,Transfer,45-64 years,All,Subarachnoid Haemorrhage,153,50.46556962,50.25246628,NA
2013,S08000021,Transfer,45-64 years,All,TIAs and related syndromes,131,43.20908248,44.21501505,NA
2013,S08000021,Transfer,45-64 years,Male,Cerebrovascular Disease,588,402.8721772,413.8273312,NA
2013,S08000021,Transfer,45-64 years,Male,Stroke,380,260.3595703,268.1065289,NA
2013,S08000021,Transfer,45-64 years,Male,Subarachnoid Haemorrhage,71,48.64613023,49.167909,NA
2013,S08000021,Transfer,45-64 years,Male,TIAs and related syndromes,57,39.05393554,40.13917038,NA
2013,S08000021,Transfer,45-64 years,Female,Cerebrovascular Disease,491,312.2913023,321.8469689,NA
2013,S08000021,Transfer,45-64 years,Female,Stroke,235,149.4673239,156.5379611,NA
2013,S08000021,Transfer,45-64 years,Female,Subarachnoid Haemorrhage,82,52.15455557,51.33702356,NA
2013,S08000021,Transfer,45-64 years,Female,TIAs and related syndromes,74,47.06630625,48.29085972,NA
2013,S08000021,Transfer,65-74 years,All,Cerebrovascular Disease,919,934.5699351,964.7497908,NA
2013,S08000021,Transfer,65-74 years,All,Stroke,667,678.3004861,702.6738185,NA
2013,S08000021,Transfer,65-74 years,All,Subarachnoid Haemorrhage,52,52.88099742,51.98084717,NA
2013,S08000021,Transfer,65-74 years,All,TIAs and related syndromes,101,102.7111681,105.3815363,NA
2013,S08000021,Transfer,65-74 years,Male,Cerebrovascular Disease,489,1073.569123,1099.949045,NA
2013,S08000021,Transfer,65-74 years,Male,Stroke,369,810.1165778,829.8034997,NA
2013,S08000021,Transfer,65-74 years,Male,Subarachnoid Haemorrhage,11,24.14981668,25.32626253,NA
2013,S08000021,Transfer,65-74 years,Male,TIAs and related syndromes,60,131.7262728,131.595908,NA
2013,S08000021,Transfer,65-74 years,Female,Cerebrovascular Disease,430,814.6253671,829.5505371,NA
2013,S08000021,Transfer,65-74 years,Female,Stroke,298,564.5543241,575.5441374,NA
2013,S08000021,Transfer,65-74 years,Female,Subarachnoid Haemorrhage,41,77.67358151,78.63543181,NA
2013,S08000021,Transfer,65-74 years,Female,TIAs and related syndromes,41,77.67358151,79.16716464,NA
2013,S08000021,Transfer,under75 years,All,Cerebrovascular Disease,2173,206.5995876,234.701918,NA
2013,S08000021,Transfer,under75 years,All,Stroke,1384,131.5848271,152.3185838,NA
2013,S08000021,Transfer,under75 years,All,Subarachnoid Haemorrhage,244,23.19848107,24.32937174,NA
2013,S08000021,Transfer,under75 years,All,TIAs and related syndromes,238,22.62802662,25.63358413,NA
2013,S08000021,Transfer,under75 years,Male,Cerebrovascular Disease,1175,227.8606695,266.1272397,NA
2013,S08000021,Transfer,under75 years,Male,Stroke,799,154.9452553,183.5829542,NA
2013,S08000021,Transfer,under75 years,Male,Subarachnoid Haemorrhage,107,20.74986522,21.93719745,NA
2013,S08000021,Transfer,under75 years,Male,TIAs and related syndromes,121,23.46480086,27.69455631,NA
2013,S08000021,Transfer,under75 years,Female,Cerebrovascular Disease,998,186.1499234,203.2765964,NA
2013,S08000021,Transfer,under75 years,Female,Stroke,585,109.1159371,121.0542134,NA
2013,S08000021,Transfer,under75 years,Female,Subarachnoid Haemorrhage,137,25.5536468,26.72154604,NA
2013,S08000021,Transfer,under75 years,Female,TIAs and related syndromes,117,21.82318742,23.57261195,NA
2013,S08000021,Transfer,75plus years,All,Cerebrovascular Disease,1995,2316.34679,2294.395906,NA
2013,S08000021,Transfer,75plus years,All,Stroke,1431,1661.499878,1629.854931,NA
2013,S08000021,Transfer,75plus years,All,Subarachnoid Haemorrhage,28,32.51013039,30.71217569,NA
2013,S08000021,Transfer,75plus years,All,TIAs and related syndromes,237,275.1750322,270.8772613,NA
2013,S08000021,Transfer,75plus years,Male,Cerebrovascular Disease,716,2225.122755,2256.483052,NA
2013,S08000021,Transfer,75plus years,Male,Stroke,506,1572.502952,1567.807337,NA
2013,S08000021,Transfer,75plus years,Male,Subarachnoid Haemorrhage,7,21.75399341,20.10254882,NA
2013,S08000021,Transfer,75plus years,Male,TIAs and related syndromes,86,267.2633476,266.6484184,NA
2013,S08000021,Transfer,75plus years,Female,Cerebrovascular Disease,1279,2370.757567,2332.30876,NA
2013,S08000021,Transfer,75plus years,Female,Stroke,925,1714.582291,1691.902524,NA
2013,S08000021,Transfer,75plus years,Female,Subarachnoid Haemorrhage,21,38.925652,41.32180257,NA
2013,S08000021,Transfer,75plus years,Female,TIAs and related syndromes,151,279.8939739,275.1061042,NA
2013,S08000023,All,All,All,Cerebrovascular Disease,4076,624.5881794,725.1893773,NA
2013,S08000023,All,All,All,Stroke,2710,415.2683921,486.8345079,NA
2013,S08000023,All,All,All,Subarachnoid Haemorrhage,169,25.89681117,25.56944937,NA
2013,S08000023,All,All,All,TIAs and related syndromes,570,87.34427435,99.61398641,NA
2013,S08000023,All,All,Male,Cerebrovascular Disease,2060,654.1447692,831.7767486,NA
2013,S08000023,All,All,Male,Stroke,1410,447.7398663,572.3928154,NA
2013,S08000023,All,All,Male,Subarachnoid Haemorrhage,35,11.11411016,11.05068981,NA
2013,S08000023,All,All,Male,TIAs and related syndromes,295,93.67607132,114.488694,NA
2013,S08000023,All,All,Female,Cerebrovascular Disease,2016,597.0237655,618.6020061,NA
2013,S08000023,All,All,Female,Stroke,1300,384.985563,401.2762005,NA
2013,S08000023,All,All,Female,Subarachnoid Haemorrhage,134,39.68312727,40.08820893,NA
2013,S08000023,All,All,Female,TIAs and related syndromes,275,81.43925372,84.73927879,NA
2013,S08000023,All,0-44 years,All,Cerebrovascular Disease,160,44.61472397,44.36642751,NA
2013,S08000023,All,0-44 years,All,Stroke,118,32.90335893,33.03036429,NA
2013,S08000023,All,0-44 years,All,Subarachnoid Haemorrhage,19,5.297998472,5.04473294,NA
2013,S08000023,All,0-44 years,All,TIAs and related syndromes,5,1.394210124,1.381104666,NA
2013,S08000023,All,0-44 years,Male,Cerebrovascular Disease,72,40.3160329,40.19379758,NA
2013,S08000023,All,0-44 years,Male,Stroke,53,29.67707978,29.97572913,NA
2013,S08000023,All,0-44 years,Male,Subarachnoid Haemorrhage,1,0.559944901,0.549510935,NA
2013,S08000023,All,0-44 years,Male,TIAs and related syndromes,4,2.239779606,2.198043741,NA
2013,S08000023,All,0-44 years,Female,Cerebrovascular Disease,88,48.87884157,48.53905743,NA
2013,S08000023,All,0-44 years,Female,Stroke,65,36.1036898,36.08499944,NA
2013,S08000023,All,0-44 years,Female,Subarachnoid Haemorrhage,18,9.997944867,9.539954946,NA
2013,S08000023,All,0-44 years,Female,TIAs and related syndromes,1,0.555441381,0.56416559,NA
2013,S08000023,All,45-64 years,All,Cerebrovascular Disease,1050,570.3886791,587.7592344,NA
2013,S08000023,All,45-64 years,All,Stroke,638,346.579026,358.6961427,NA
2013,S08000023,All,45-64 years,All,Subarachnoid Haemorrhage,85,46.17432164,45.86405348,NA
2013,S08000023,All,45-64 years,All,TIAs and related syndromes,148,80.39764239,83.35269975,NA
2013,S08000023,All,45-64 years,Male,Cerebrovascular Disease,603,677.7946383,694.9385165,NA
2013,S08000023,All,45-64 years,Male,Stroke,405,455.2352049,467.5060964,NA
2013,S08000023,All,45-64 years,Male,Subarachnoid Haemorrhage,27,30.34901366,29.68906295,NA
2013,S08000023,All,45-64 years,Male,TIAs and related syndromes,89,100.0393413,102.4554542,NA
2013,S08000023,All,45-64 years,Female,Cerebrovascular Disease,447,469.9327166,480.5799524,NA
2013,S08000023,All,45-64 years,Female,Stroke,233,244.9537426,249.8861891,NA
2013,S08000023,All,45-64 years,Female,Subarachnoid Haemorrhage,58,60.97560976,62.03904401,NA
2013,S08000023,All,45-64 years,Female,TIAs and related syndromes,59,62.02691337,64.24994527,NA
2013,S08000023,All,65-74 years,All,Cerebrovascular Disease,1019,1636.974088,1686.894805,NA
2013,S08000023,All,65-74 years,All,Stroke,667,1071.503157,1109.606875,NA
2013,S08000023,All,65-74 years,All,Subarachnoid Haemorrhage,35,56.22580282,54.6363953,NA
2013,S08000023,All,65-74 years,All,TIAs and related syndromes,151,242.5741779,246.8074882,NA
2013,S08000023,All,65-74 years,Male,Cerebrovascular Disease,561,1938.426454,1978.147792,NA
2013,S08000023,All,65-74 years,Male,Stroke,376,1299.194914,1330.430393,NA
2013,S08000023,All,65-74 years,Male,Subarachnoid Haemorrhage,6,20.73183373,21.86698526,NA
2013,S08000023,All,65-74 years,Male,TIAs and related syndromes,82,283.335061,281.3439828,NA
2013,S08000023,All,65-74 years,Female,Cerebrovascular Disease,458,1375.045034,1395.641819,NA
2013,S08000023,All,65-74 years,Female,Stroke,291,873.6639846,888.7833571,NA
2013,S08000023,All,65-74 years,Female,Subarachnoid Haemorrhage,29,87.06617029,87.40580534,NA
2013,S08000023,All,65-74 years,Female,TIAs and related syndromes,69,207.1574397,212.2709936,NA
2013,S08000023,All,under75 years,All,Cerebrovascular Disease,2229,368.4541127,392.1296951,NA
2013,S08000023,All,under75 years,All,Stroke,1423,235.2221634,252.0874686,NA
2013,S08000023,All,under75 years,All,Subarachnoid Haemorrhage,139,22.97672573,22.65379282,NA
2013,S08000023,All,under75 years,All,TIAs and related syndromes,304,50.25125628,53.57038265,NA
2013,S08000023,All,under75 years,Male,Cerebrovascular Disease,1236,416.8704363,454.471292,NA
2013,S08000023,All,under75 years,Male,Stroke,834,281.2863623,307.4408798,NA
2013,S08000023,All,under75 years,Male,Subarachnoid Haemorrhage,34,11.46730974,11.49491323,NA
2013,S08000023,All,under75 years,Male,TIAs and related syndromes,175,59.02291776,63.60302988,NA
2013,S08000023,All,under75 years,Female,Cerebrovascular Disease,993,321.916587,329.7880982,NA
2013,S08000023,All,under75 years,Female,Stroke,589,190.9454881,196.7340575,NA
2013,S08000023,All,under75 years,Female,Subarachnoid Haemorrhage,105,34.03951826,33.81267241,NA
2013,S08000023,All,under75 years,Female,TIAs and related syndromes,129,41.81997958,43.53773543,NA
2013,S08000023,All,75plus years,All,Cerebrovascular Disease,1847,3877.808104,4092.792831,NA
2013,S08000023,All,75plus years,All,Stroke,1287,2702.078522,2860.387906,NA
2013,S08000023,All,75plus years,All,Subarachnoid Haemorrhage,30,62.98551333,55.04997673,NA
2013,S08000023,All,75plus years,All,TIAs and related syndromes,266,558.4715515,565.1659799,NA
2013,S08000023,All,75plus years,Male,Cerebrovascular Disease,824,4473.39848,4646.754143,NA
2013,S08000023,All,75plus years,Male,Stroke,576,3127.035831,3251.351276,NA
2013,S08000023,All,75plus years,Male,Subarachnoid Haemorrhage,1,5.42888165,6.559097468,NA
2013,S08000023,All,75plus years,Male,TIAs and related syndromes,120,651.465798,628.9992982,NA
2013,S08000023,All,75plus years,Female,Cerebrovascular Disease,1023,3502.225265,3538.831519,NA
2013,S08000023,All,75plus years,Female,Stroke,711,2434.097912,2469.424535,NA
